region,disease_class,year,cases,region_eng,class_name,class_name_short
приморский край,17,2006,2.9,Primorsky Krai,"Congenital malformations, deformations, and chromosomal abnormalities",Congenital Disorders
хабаровский край,17,2006,2.2,Khabarovsk Krai,"Congenital malformations, deformations, and chromosomal abnormalities",Congenital Disorders
амурская область,17,2006,1.9,Amur Oblast,"Congenital malformations, deformations, and chromosomal abnormalities",Congenital Disorders
камчатская область,17,2006,2.2,Kamchatka Oblast,"Congenital malformations, deformations, and chromosomal abnormalities",Congenital Disorders
корякский автономный округ,17,2006,0.7,Koryak Autonomous Okrug,"Congenital malformations, deformations, and chromosomal abnormalities",Congenital Disorders
магаданская область,17,2006,1.6,Magadan Oblast,"Congenital malformations, deformations, and chromosomal abnormalities",Congenital Disorders
сахалинская область,17,2006,3.1,Sakhalin Oblast,"Congenital malformations, deformations, and chromosomal abnormalities",Congenital Disorders
еврейская автономная область,17,2006,3.4,Jewish Autonomous Oblast,"Congenital malformations, deformations, and chromosomal abnormalities",Congenital Disorders
чукотский автономный округ,17,2006,1.2,Chukotka Autonomous Okrug,"Congenital malformations, deformations, and chromosomal abnormalities",Congenital Disorders
российская федерация,19,2005,90.2,Russian Federation,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
центральный федеральный округ,19,2005,81.7,Central Federal District,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
белгородская область,19,2005,89.2,Belgorod Oblast,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
брянская область,19,2005,82.2,Bryansk Oblast,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
владимирская область,19,2005,88.3,Vladimir Oblast,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
воронежская область,19,2005,54.2,Voronezh Oblast,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
ивановская область,19,2005,90.9,Ivanovo Oblast,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
калужская область,19,2005,57.2,Kaluga Oblast,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
костромская область,19,2005,83.0,Kostroma Oblast,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
курская область,19,2005,75.7,Kursk Oblast,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
липецкая область,19,2005,85.1,Lipetsk Oblast,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
московская область,19,2005,68.6,Moscow Oblast,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
орловская область,19,2005,97.7,Oryol Oblast,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
рязанская область,19,2005,80.5,Ryazan Oblast,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
смоленская область,19,2005,78.4,Smolensk Oblast,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
тамбовская область,19,2005,64.4,Tambov Oblast,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
тверская область,19,2005,82.3,Tver Oblast,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
тульская область,19,2005,77.7,Tula Oblast,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
ярославская область,19,2005,98.2,Yaroslavl Oblast,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
г.москва,19,2005,95.3,Moscow,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
северо-западный федеральный округ,19,2005,99.4,Northwestern Federal District,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
республика карелия,19,2005,114.3,Republic of Karelia,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
республика коми,19,2005,110.0,Komi Republic,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
архангельская область,19,2005,105.8,Arkhangelsk Oblast (with AO),"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
ненецкий автономный округ,19,2005,138.6,Nenets Autonomous Okrug,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
вологодская область,19,2005,85.8,Vologda Oblast,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
калининградская область,19,2005,73.8,Kaliningrad Oblast,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
ленинградская область,19,2005,50.0,Leningrad Oblast,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
мурманская область,19,2005,107.1,Murmansk Oblast,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
новгородская область,19,2005,94.9,Novgorod Oblast,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
псковская область,19,2005,78.3,Pskov Oblast,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
г.санкт-петербург,19,2005,122.4,Saint Petersburg,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
южный федеральный округ,19,2005,73.4,Southern Federal District,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
республика адыгея,19,2005,73.7,Republic of Adygea,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
республика дагестан,19,2005,72.2,Republic of Dagestan,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
республика ингушетия,19,2005,35.0,Republic of Ingushetia,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
кабардино-балкарская республика,19,2005,57.9,Kabardino-Balkarian Republic,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
республика калмыкия,19,2005,45.5,Republic of Kalmykia,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
карачаево-черкесская республика,19,2005,37.9,Karachay-Cherkess Republic,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
республика северная осетия алания,19,2005,64.7,Republic of North Ossetia-Alania,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
чеченская республика,19,2005,,Chechen Republic,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
краснодарский край,19,2005,72.5,Krasnodar Krai,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
ставропольский край,19,2005,72.0,Stavropol Krai,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
астраханская область,19,2005,85.7,Astrakhan Oblast,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
волгоградская область,19,2005,76.3,Volgograd Oblast,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
ростовская область,19,2005,85.8,Rostov Oblast,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
приволжский федеральный округ,19,2005,101.1,Volga Federal District,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
республика башкортостан,19,2005,103.9,Republic of Bashkortostan,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
республика марий эл,19,2005,108.9,Mari El Republic,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
республика мордовия,19,2005,81.7,Republic of Mordovia,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
республика татарстан,19,2005,106.4,Republic of Tatarstan,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
удмуртская республика,19,2005,103.0,Udmurt Republic,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
чувашская республика,19,2005,100.0,Chuvash Republic,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
пермский край,19,2005,122.3,Perm Krai,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
кировская область,19,2005,100.4,Kirov Oblast,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
нижегородская область,19,2005,89.7,Nizhny Novgorod Oblast,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
оренбургская область,19,2005,106.3,Orenburg Oblast,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
пензенская область,19,2005,89.0,Penza Oblast,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
самарская область,19,2005,114.5,Samara Oblast,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
саратовская область,19,2005,74.7,Saratov Oblast,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
ульяновская область,19,2005,95.6,Ulyanovsk Oblast,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
уральский федеральный округ,19,2005,94.7,Ural Federal District,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
курганская область,19,2005,93.2,Kurgan Oblast,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
свердловская область,19,2005,97.7,Sverdlovsk Oblast,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
тюменская область,19,2005,88.5,Tyumen Oblast (with AO),"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
ханты-мансийский автономный округ-югра,19,2005,106.6,Khanty-Mansi Autonomous Okrug-Yugra,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
ямало-ненецкий автономный округ,19,2005,103.2,Yamalo-Nenets Autonomous Okrug,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
челябинская область,19,2005,97.4,Chelyabinsk Oblast,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
сибирский федеральный округ,19,2005,95.7,Siberian Federal District,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
республика алтай,19,2005,57.5,Altai Republic,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
республика бурятия,19,2005,78.2,Republic of Buryatia,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
республика тыва,19,2005,98.8,Republic of Tuva,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
республика хакасия,19,2005,113.2,Republic of Khakassia,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
алтайский край,19,2005,77.8,Altai Krai,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
красноярский край,19,2005,115.7,Krasnoyarsk Krai,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
таймырский (долгано-ненецкий) автономный округ,19,2005,86.5,Taimyr (Dolgan-Nenets) Autonomous Okrug,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
эвенкийский автономный округ,19,2005,112.7,Evenk Autonomous Okrug,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
иркутская область,19,2005,105.8,Irkutsk Oblast,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
усть-ордынский бурятский автономный округ,19,2005,55.4,Ust-Orda Buryat Autonomous Okrug,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
кемеровская область,19,2005,120.5,Kemerovo Oblast,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
новосибирская область,19,2005,90.0,Novosibirsk Oblast,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
омская область,19,2005,82.8,Omsk Oblast,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
томская область,19,2005,74.6,Tomsk Oblast,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
читинская область,19,2005,68.3,Chita Oblast,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
агинский бурятский автономный округ,19,2005,49.2,Agin-Buryat Autonomous Okrug,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
дальневосточный федеральный округ,19,2005,97.9,Far Eastern Federal District,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
республика саха (якутия),19,2005,94.0,Sakha Republic (Yakutia),"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
приморский край,19,2005,111.8,Primorsky Krai,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
хабаровский край,19,2005,97.2,Khabarovsk Krai,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
амурская область,19,2005,76.5,Amur Oblast,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
камчатская область,19,2005,82.9,Kamchatka Oblast,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
корякский автономный округ,19,2005,147.5,Koryak Autonomous Okrug,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
магаданская область,19,2005,123.2,Magadan Oblast,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
сахалинская область,19,2005,87.4,Sakhalin Oblast,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
еврейская автономная область,19,2005,96.8,Jewish Autonomous Oblast,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
чукотский автономный округ,19,2005,135.5,Chukotka Autonomous Okrug,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
российская федерация,19,2006,84.8,Russian Federation,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
центральный федеральный округ,19,2006,76.4,Central Federal District,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
белгородская область,19,2006,75.8,Belgorod Oblast,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
брянская область,19,2006,80.2,Bryansk Oblast,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
владимирская область,19,2006,79.8,Vladimir Oblast,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
воронежская область,19,2006,52.4,Voronezh Oblast,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
ивановская область,19,2006,82.2,Ivanovo Oblast,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
калужская область,19,2006,53.1,Kaluga Oblast,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
костромская область,19,2006,79.8,Kostroma Oblast,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
курская область,19,2006,63.7,Kursk Oblast,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
липецкая область,19,2006,78.4,Lipetsk Oblast,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
московская область,19,2006,64.7,Moscow Oblast,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
орловская область,19,2006,86.9,Oryol Oblast,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
рязанская область,19,2006,76.7,Ryazan Oblast,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
смоленская область,19,2006,71.9,Smolensk Oblast,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
тамбовская область,19,2006,62.8,Tambov Oblast,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
тверская область,19,2006,74.4,Tver Oblast,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
тульская область,19,2006,72.3,Tula Oblast,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
ярославская область,19,2006,96.4,Yaroslavl Oblast,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
г.москва,19,2006,90.3,Moscow,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
северо-западный федеральный округ,19,2006,95.1,Northwestern Federal District,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
республика карелия,19,2006,108.7,Republic of Karelia,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
республика коми,19,2006,100.7,Komi Republic,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
архангельская область,19,2006,101.6,Arkhangelsk Oblast (with AO),"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
ненецкий автономный округ,19,2006,147.5,Nenets Autonomous Okrug,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
вологодская область,19,2006,78.3,Vologda Oblast,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
калининградская область,19,2006,68.9,Kaliningrad Oblast,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
ленинградская область,19,2006,47.4,Leningrad Oblast,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
мурманская область,19,2006,98.6,Murmansk Oblast,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
новгородская область,19,2006,92.1,Novgorod Oblast,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
псковская область,19,2006,71.8,Pskov Oblast,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
г.санкт-петербург,19,2006,120.3,Saint Petersburg,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
южный федеральный округ,19,2006,67.0,Southern Federal District,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
республика адыгея,19,2006,74.9,Republic of Adygea,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
республика дагестан,19,2006,72.0,Republic of Dagestan,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
республика ингушетия,19,2006,39.7,Republic of Ingushetia,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
кабардино-балкарская республика,19,2006,54.0,Kabardino-Balkarian Republic,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
республика калмыкия,19,2006,41.3,Republic of Kalmykia,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
карачаево-черкесская республика,19,2006,35.9,Karachay-Cherkess Republic,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
республика северная осетия алания,19,2006,60.2,Republic of North Ossetia-Alania,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
чеченская республика,19,2006,15.1,Chechen Republic,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
краснодарский край,19,2006,70.9,Krasnodar Krai,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
ставропольский край,19,2006,64.1,Stavropol Krai,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
астраханская область,19,2006,82.4,Astrakhan Oblast,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
волгоградская область,19,2006,72.2,Volgograd Oblast,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
ростовская область,19,2006,79.7,Rostov Oblast,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
приволжский федеральный округ,19,2006,97.3,Volga Federal District,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
республика башкортостан,19,2006,101.7,Republic of Bashkortostan,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
республика марий эл,19,2006,99.5,Mari El Republic,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
республика мордовия,19,2006,80.4,Republic of Mordovia,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
республика татарстан,19,2006,100.1,Republic of Tatarstan,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
удмуртская республика,19,2006,102.0,Udmurt Republic,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
чувашская республика,19,2006,97.6,Chuvash Republic,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
пермский край,19,2006,123.2,Perm Krai,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
кировская область,19,2006,98.1,Kirov Oblast,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
нижегородская область,19,2006,87.6,Nizhny Novgorod Oblast,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
оренбургская область,19,2006,98.3,Orenburg Oblast,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
пензенская область,19,2006,81.7,Penza Oblast,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
самарская область,19,2006,109.3,Samara Oblast,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
саратовская область,19,2006,64.8,Saratov Oblast,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
ульяновская область,19,2006,99.8,Ulyanovsk Oblast,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
уральский федеральный округ,19,2006,89.2,Ural Federal District,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
курганская область,19,2006,91.8,Kurgan Oblast,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
свердловская область,19,2006,93.1,Sverdlovsk Oblast,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
тюменская область,19,2006,81.2,Tyumen Oblast (with AO),"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
ханты-мансийский автономный округ-югра,19,2006,95.3,Khanty-Mansi Autonomous Okrug-Yugra,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
ямало-ненецкий автономный округ,19,2006,93.9,Yamalo-Nenets Autonomous Okrug,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
челябинская область,19,2006,91.4,Chelyabinsk Oblast,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
сибирский федеральный округ,19,2006,90.1,Siberian Federal District,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
республика алтай,19,2006,56.0,Altai Republic,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
республика бурятия,19,2006,74.7,Republic of Buryatia,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
республика тыва,19,2006,91.5,Republic of Tuva,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
республика хакасия,19,2006,108.4,Republic of Khakassia,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
алтайский край,19,2006,74.5,Altai Krai,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
красноярский край,19,2006,98.9,Krasnoyarsk Krai,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
таймырский (долгано-ненецкий) автономный округ,19,2006,87.0,Taimyr (Dolgan-Nenets) Autonomous Okrug,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
эвенкийский автономный округ,19,2006,100.4,Evenk Autonomous Okrug,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
иркутская область,19,2006,98.1,Irkutsk Oblast,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
усть-ордынский бурятский автономный округ,19,2006,51.1,Ust-Orda Buryat Autonomous Okrug,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
кемеровская область,19,2006,118.9,Kemerovo Oblast,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
новосибирская область,19,2006,82.9,Novosibirsk Oblast,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
омская область,19,2006,84.8,Omsk Oblast,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
томская область,19,2006,72.3,Tomsk Oblast,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
читинская область,19,2006,65.4,Chita Oblast,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
агинский бурятский автономный округ,19,2006,47.3,Agin-Buryat Autonomous Okrug,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
дальневосточный федеральный округ,19,2006,89.2,Far Eastern Federal District,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
республика саха (якутия),19,2006,88.9,Sakha Republic (Yakutia),"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
приморский край,19,2006,98.3,Primorsky Krai,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
хабаровский край,19,2006,88.7,Khabarovsk Krai,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
амурская область,19,2006,74.1,Amur Oblast,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
камчатская область,19,2006,74.1,Kamchatka Oblast,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
корякский автономный округ,19,2006,120.8,Koryak Autonomous Okrug,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
магаданская область,19,2006,114.2,Magadan Oblast,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
сахалинская область,19,2006,81.9,Sakhalin Oblast,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
еврейская автономная область,19,2006,82.8,Jewish Autonomous Oblast,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
чукотский автономный округ,19,2006,133.3,Chukotka Autonomous Okrug,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
российская федерация,1,2007,37.5,Russian Federation,Certain infectious and parasitic diseases,Infections
центральный федеральный округ,1,2007,32.1,Central Federal District,Certain infectious and parasitic diseases,Infections
белгородская область,1,2007,43.0,Belgorod Oblast,Certain infectious and parasitic diseases,Infections
брянская область,1,2007,32.2,Bryansk Oblast,Certain infectious and parasitic diseases,Infections
владимирская область,1,2007,44.3,Vladimir Oblast,Certain infectious and parasitic diseases,Infections
воронежская область,1,2007,23.0,Voronezh Oblast,Certain infectious and parasitic diseases,Infections
ивановская область,1,2007,29.3,Ivanovo Oblast,Certain infectious and parasitic diseases,Infections
калужская область,1,2007,31.1,Kaluga Oblast,Certain infectious and parasitic diseases,Infections
костромская область,1,2007,30.7,Kostroma Oblast,Certain infectious and parasitic diseases,Infections
курская область,1,2007,28.5,Kursk Oblast,Certain infectious and parasitic diseases,Infections
липецкая область,1,2007,30.0,Lipetsk Oblast,Certain infectious and parasitic diseases,Infections
московская область,1,2007,28.5,Moscow Oblast,Certain infectious and parasitic diseases,Infections
орловская область,1,2007,32.9,Oryol Oblast,Certain infectious and parasitic diseases,Infections
рязанская область,1,2007,45.3,Ryazan Oblast,Certain infectious and parasitic diseases,Infections
смоленская область,1,2007,33.7,Smolensk Oblast,Certain infectious and parasitic diseases,Infections
тамбовская область,1,2007,21.1,Tambov Oblast,Certain infectious and parasitic diseases,Infections
тверская область,1,2007,39.5,Tver Oblast,Certain infectious and parasitic diseases,Infections
тульская область,1,2007,32.0,Tula Oblast,Certain infectious and parasitic diseases,Infections
ярославская область,1,2007,39.4,Yaroslavl Oblast,Certain infectious and parasitic diseases,Infections
г.москва,1,2007,31.9,Moscow,Certain infectious and parasitic diseases,Infections
северо-западный федеральный округ,1,2007,43.6,Northwestern Federal District,Certain infectious and parasitic diseases,Infections
республика карелия,1,2007,49.0,Republic of Karelia,Certain infectious and parasitic diseases,Infections
республика коми,1,2007,54.1,Komi Republic,Certain infectious and parasitic diseases,Infections
архангельская область,1,2007,51.2,Arkhangelsk Oblast (with AO),Certain infectious and parasitic diseases,Infections
ненецкий автономный округ,1,2007,63.7,Nenets Autonomous Okrug,Certain infectious and parasitic diseases,Infections
вологодская область,1,2007,41.2,Vologda Oblast,Certain infectious and parasitic diseases,Infections
калининградская область,1,2007,44.5,Kaliningrad Oblast,Certain infectious and parasitic diseases,Infections
ленинградская область,1,2007,25.8,Leningrad Oblast,Certain infectious and parasitic diseases,Infections
мурманская область,1,2007,39.5,Murmansk Oblast,Certain infectious and parasitic diseases,Infections
новгородская область,1,2007,36.0,Novgorod Oblast,Certain infectious and parasitic diseases,Infections
псковская область,1,2007,26.5,Pskov Oblast,Certain infectious and parasitic diseases,Infections
г.санкт-петербург,1,2007,49.9,Saint Petersburg,Certain infectious and parasitic diseases,Infections
южный федеральный округ,1,2007,29.4,Southern Federal District,Certain infectious and parasitic diseases,Infections
республика адыгея,1,2007,26.0,Republic of Adygea,Certain infectious and parasitic diseases,Infections
республика дагестан,1,2007,48.6,Republic of Dagestan,Certain infectious and parasitic diseases,Infections
республика ингушетия,1,2007,28.5,Republic of Ingushetia,Certain infectious and parasitic diseases,Infections
кабардино-балкарская республика,1,2007,12.2,Kabardino-Balkarian Republic,Certain infectious and parasitic diseases,Infections
